Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
102980,Medical,Junior,3.051,1.52,Direct_Answer_Generation,Intermediate,1,False,14.72,4,Allowed_With_Citation,7,3.456,81.64,Medium
102981,Humanities,Sophomore,3.173,4.04,Summarizing_Reading,Beginner,1,False,11.57,2,Allowed_With_Citation,5,3.353,68.34,Low
102982,STEM,Junior,3.651,13.18,Copywriting/Drafting,Advanced,3,False,12.47,3,Actively_Encouraged,1,3.777,91.09,Low
102983,Business,Freshman,3.076,5.22,Ideation,Beginner,3,False,9.89,1,Allowed_With_Citation,4,3.26,62.55,Low
102984,Arts,Junior,2.727,8.71,Direct_Answer_Generation,Beginner,3,False,14.87,2,Strict_Ban,3,3.092,67.07,Medium
102985,Business,Freshman,2.847,12.27,Summarizing_Reading,Intermediate,2,False,9.41,3,Allowed_With_Citation,4,2.982,67.0,Medium
102986,Medical,Freshman,3.059,27.56,Summarizing_Reading,Beginner,3,True,8.36,3,Allowed_With_Citation,7,3.246,53.25,Medium
102987,STEM,Junior,2.102,4.67,Debugging/Troubleshooting,Advanced,5,False,14.29,4,Allowed_With_Citation,3,2.987,95.45,Medium
102988,Business,Freshman,3.74,32.93,Copywriting/Drafting,Intermediate,2,False,4.54,7,Allowed_With_Citation,8,3.802,75.33,High
102989,Business,Junior,3.125,1.56,Direct_Answer_Generation,Intermediate,3,True,4.95,4,Strict_Ban,2,3.135,84.84,Medium
102990,Arts,Junior,2.966,5.56,Ideation,Advanced,4,False,17.65,1,Allowed_With_Citation,1,3.274,77.96,Medium
102991,STEM,Senior,3.317,1.5,Summarizing_Reading,Intermediate,2,True,8.88,1,Allowed_With_Citation,6,3.563,89.85,Low
102992,Arts,Freshman,3.2,27.97,Copywriting/Drafting,Intermediate,2,True,14.76,9,Allowed_With_Citation,8,3.311,67.59,High
102993,Business,Freshman,2.625,11.58,Direct_Answer_Generation,Advanced,4,True,16.4,3,Actively_Encouraged,3,2.863,82.0,Low
102994,Humanities,Senior,3.529,0.45,Copywriting/Drafting,Beginner,1,False,17.89,2,Allowed_With_Citation,2,3.8,100.0,Medium
102995,STEM,Sophomore,3.561,3.08,Debugging/Troubleshooting,Beginner,2,False,9.93,4,Allowed_With_Citation,6,3.531,70.13,Low
102996,Arts,Graduate,2.984,7.61,Copywriting/Drafting,Intermediate,1,False,8.72,4,Actively_Encouraged,3,2.882,77.96,Low
102997,STEM,Freshman,2.335,14.28,Debugging/Troubleshooting,Advanced,3,False,9.14,4,Actively_Encouraged,5,2.659,90.23,High
102998,Humanities,Junior,2.908,3.82,Debugging/Troubleshooting,Beginner,3,True,12.85,2,Actively_Encouraged,5,3.17,62.43,Low
102999,STEM,Freshman,3.122,24.71,Direct_Answer_Generation,Intermediate,5,False,1.58,4,Actively_Encouraged,4,2.591,73.14,Medium
103000,Medical,Sophomore,3.289,14.04,Summarizing_Reading,Intermediate,5,False,14.73,5,Strict_Ban,9,3.507,75.68,Low
103001,Business,Graduate,2.918,11.95,Ideation,Advanced,4,False,9.09,4,Allowed_With_Citation,8,3.294,81.18,Medium
103002,Arts,Junior,3.575,16.34,Copywriting/Drafting,Beginner,3,True,11.81,5,Actively_Encouraged,4,3.836,94.35,High
103003,STEM,Senior,3.039,1.29,Debugging/Troubleshooting,Intermediate,3,False,14.88,1,Allowed_With_Citation,1,3.15,64.5,Medium
103004,Business,Sophomore,3.013,5.13,Ideation,Beginner,2,False,2.86,4,Strict_Ban,3,2.889,64.49,High
103005,Business,Graduate,3.275,2.84,Copywriting/Drafting,Beginner,2,False,18.49,4,Actively_Encouraged,2,3.489,84.28,Low
103006,Arts,Junior,3.805,6.25,Copywriting/Drafting,Intermediate,2,False,6.7,3,Actively_Encouraged,6,3.811,72.25,Low
103007,Medical,Freshman,3.554,19.01,Direct_Answer_Generation,Beginner,1,True,9.02,6,Actively_Encouraged,4,3.238,50.79,Medium
103008,STEM,Freshman,3.093,4.09,Debugging/Troubleshooting,Intermediate,4,False,2.22,2,Actively_Encouraged,1,2.856,62.17,Medium
103009,Business,Freshman,3.012,34.09,Direct_Answer_Generation,Intermediate,2,True,5.4,6,Actively_Encouraged,8,2.779,33.36,High
103010,STEM,Freshman,2.973,4.52,Copywriting/Drafting,Beginner,1,False,13.05,1,Allowed_With_Citation,3,3.053,73.51,Low
103011,Business,Graduate,2.914,2.46,Ideation,Intermediate,2,True,7.73,2,Strict_Ban,5,3.309,64.16,Low
103012,STEM,Sophomore,3.192,9.01,Summarizing_Reading,Beginner,3,True,2.45,4,Strict_Ban,1,3.024,70.45,Medium
103013,Humanities,Sophomore,3.478,5.52,Copywriting/Drafting,Intermediate,5,False,11.47,4,Actively_Encouraged,1,3.724,65.57,Medium
103014,Humanities,Sophomore,2.994,1.27,Direct_Answer_Generation,Intermediate,5,True,9.39,1,Actively_Encouraged,1,3.086,43.82,Medium
103015,Business,Sophomore,3.161,1.78,Ideation,Beginner,2,False,11.54,2,Allowed_With_Citation,4,3.512,61.34,Low
103016,Humanities,Sophomore,3.453,1.35,Copywriting/Drafting,Beginner,2,False,6.09,4,Strict_Ban,3,3.554,78.79,Medium
103017,Business,Freshman,3.343,0.12,Summarizing_Reading,Beginner,2,True,11.12,4,Allowed_With_Citation,5,3.388,62.0,Low
103018,Humanities,Freshman,3.343,2.53,Copywriting/Drafting,Beginner,1,True,8.79,3,Actively_Encouraged,3,3.322,71.43,Low
103019,STEM,Junior,2.701,0.59,Debugging/Troubleshooting,Intermediate,1,False,2.21,3,Allowed_With_Citation,1,2.715,77.99,Low
103020,Arts,Sophomore,3.78,27.02,Debugging/Troubleshooting,Advanced,4,False,4.08,5,Strict_Ban,9,4.0,89.01,High
103021,STEM,Graduate,3.31,23.52,Copywriting/Drafting,Beginner,1,True,7.16,5,Allowed_With_Citation,1,3.425,75.78,High
103022,Humanities,Junior,3.063,13.81,Copywriting/Drafting,Beginner,2,True,14.15,3,Strict_Ban,4,3.307,75.34,High
103023,Business,Junior,3.006,33.18,Debugging/Troubleshooting,Beginner,3,False,14.85,6,Actively_Encouraged,4,3.213,57.95,High
103024,Humanities,Graduate,2.657,0.56,Copywriting/Drafting,Intermediate,2,False,10.04,3,Strict_Ban,1,3.075,72.32,Medium
103025,STEM,Junior,3.824,3.96,Debugging/Troubleshooting,Intermediate,4,False,4.64,6,Allowed_With_Citation,4,3.9,74.26,Medium
103026,Humanities,Junior,2.363,30.84,Copywriting/Drafting,Beginner,2,True,14.11,7,Strict_Ban,7,2.408,37.11,High
103027,Medical,Sophomore,2.865,4.38,Ideation,Beginner,1,True,16.12,2,Allowed_With_Citation,5,3.242,63.96,Low
103028,Business,Senior,3.286,5.66,Copywriting/Drafting,Advanced,3,False,5.8,1,Strict_Ban,1,3.431,58.86,Medium
103029,Business,Sophomore,2.142,1.74,Ideation,Beginner,1,False,6.01,2,Strict_Ban,4,2.271,67.49,Medium
103030,Business,Junior,3.624,9.97,Ideation,Beginner,1,False,12.82,4,Actively_Encouraged,3,3.705,76.17,Medium
103031,STEM,Junior,2.782,4.94,Debugging/Troubleshooting,Intermediate,4,True,3.5,2,Allowed_With_Citation,3,2.738,77.53,Low
103032,Humanities,Junior,2.926,4.75,Copywriting/Drafting,Beginner,3,False,4.58,1,Allowed_With_Citation,1,2.997,66.54,Low
103033,Arts,Senior,3.513,0.67,Direct_Answer_Generation,Advanced,3,False,6.31,1,Actively_Encouraged,4,3.647,76.98,Medium
103034,STEM,Sophomore,2.833,1.14,Debugging/Troubleshooting,Advanced,4,True,3.56,3,Allowed_With_Citation,5,2.753,85.64,Medium
103035,STEM,Sophomore,3.549,28.2,Debugging/Troubleshooting,Intermediate,2,True,13.72,3,Allowed_With_Citation,5,4.0,72.57,High
103036,STEM,Junior,3.148,9.51,Summarizing_Reading,Advanced,4,False,14.12,4,Allowed_With_Citation,5,3.381,83.74,Low
103037,Humanities,Graduate,3.091,6.62,Copywriting/Drafting,Intermediate,4,False,6.76,6,Allowed_With_Citation,2,3.165,74.3,Medium
103038,Medical,Senior,2.818,4.43,Summarizing_Reading,Advanced,3,True,15.67,3,Actively_Encouraged,8,3.114,84.02,Low
103039,STEM,Sophomore,3.546,12.49,Debugging/Troubleshooting,Intermediate,3,True,15.17,4,Allowed_With_Citation,5,3.644,82.34,Low
103040,Business,Graduate,2.732,9.37,Ideation,Advanced,4,True,4.34,6,Strict_Ban,2,3.074,80.68,High
103041,STEM,Sophomore,3.589,0.74,Direct_Answer_Generation,Intermediate,2,False,9.57,1,Allowed_With_Citation,1,3.734,69.19,Low
103042,Medical,Graduate,2.748,9.11,Summarizing_Reading,Advanced,3,True,1.23,4,Actively_Encouraged,5,2.916,68.29,High
103043,STEM,Freshman,2.702,17.45,Debugging/Troubleshooting,Advanced,4,False,10.25,4,Allowed_With_Citation,3,3.127,96.03,Low
103044,Humanities,Graduate,3.223,4.77,Copywriting/Drafting,Beginner,1,False,10.56,2,Actively_Encouraged,6,3.336,86.7,Low
103045,Business,Freshman,3.495,2.54,Summarizing_Reading,Intermediate,2,False,13.3,2,Strict_Ban,1,3.774,90.24,Medium
103046,Business,Senior,2.121,1.35,Debugging/Troubleshooting,Intermediate,1,False,11.81,3,Allowed_With_Citation,1,2.393,80.86,High
103047,Humanities,Senior,3.743,11.56,Copywriting/Drafting,Intermediate,3,True,13.17,2,Actively_Encouraged,1,3.964,92.75,Low
103048,Humanities,Senior,3.66,7.32,Copywriting/Drafting,Advanced,4,True,15.23,3,Actively_Encouraged,4,4.0,79.57,Medium
103049,Humanities,Senior,2.82,0.03,Copywriting/Drafting,Advanced,4,False,9.37,2,Actively_Encouraged,5,2.913,79.7,Medium
103050,STEM,Junior,3.298,0.51,Summarizing_Reading,Intermediate,2,True,5.99,2,Allowed_With_Citation,7,3.169,59.89,Low
103051,STEM,Freshman,3.113,0.28,Summarizing_Reading,Beginner,2,False,7.35,3,Allowed_With_Citation,6,3.651,60.04,Medium
103052,Humanities,Sophomore,3.529,2.85,Copywriting/Drafting,Advanced,4,False,9.51,3,Actively_Encouraged,4,3.682,72.36,Low
103053,STEM,Senior,3.119,15.97,Ideation,Advanced,3,True,5.7,4,Allowed_With_Citation,4,3.384,97.13,Low
103054,STEM,Senior,3.814,18.4,Summarizing_Reading,Advanced,4,True,7.93,8,Actively_Encouraged,10,4.0,91.43,High
103055,Business,Freshman,3.592,5.34,Copywriting/Drafting,Beginner,2,False,13.66,3,Allowed_With_Citation,2,3.923,74.4,Medium
103056,Medical,Sophomore,3.627,6.6,Summarizing_Reading,Beginner,3,False,16.5,5,Actively_Encouraged,3,4.0,78.78,Low
103057,Business,Junior,3.667,14.0,Ideation,Beginner,2,True,13.33,2,Allowed_With_Citation,5,4.0,67.52,Low
103058,STEM,Senior,3.275,38.13,Debugging/Troubleshooting,Advanced,4,True,6.87,7,Allowed_With_Citation,4,3.646,87.29,Medium
103059,STEM,Graduate,2.638,3.93,Debugging/Troubleshooting,Advanced,5,False,8.51,5,Allowed_With_Citation,10,2.705,88.33,Medium
103060,Medical,Freshman,2.971,0.31,Ideation,Beginner,2,False,12.65,5,Actively_Encouraged,8,3.065,56.83,Low
103061,STEM,Graduate,3.334,5.03,Debugging/Troubleshooting,Intermediate,1,False,17.81,4,Allowed_With_Citation,6,3.821,77.01,Low
103062,STEM,Graduate,2.862,4.25,Ideation,Beginner,1,True,4.33,2,Actively_Encouraged,5,2.675,74.05,Medium
103063,Business,Freshman,3.477,6.74,Ideation,Intermediate,5,False,16.6,2,Actively_Encouraged,7,3.776,96.08,High
103064,Business,Junior,3.293,5.92,Ideation,Advanced,3,True,7.7,3,Allowed_With_Citation,2,3.366,66.9,Medium
103065,Business,Junior,3.247,10.18,Direct_Answer_Generation,Beginner,2,False,12.04,6,Allowed_With_Citation,5,3.622,71.39,Medium
103066,STEM,Junior,3.049,28.73,Debugging/Troubleshooting,Intermediate,3,False,11.12,5,Allowed_With_Citation,4,3.316,61.59,High
103067,STEM,Junior,3.384,25.66,Ideation,Advanced,5,True,11.86,7,Allowed_With_Citation,2,3.882,71.56,High
103068,Medical,Junior,3.05,0.39,Summarizing_Reading,Advanced,5,True,6.45,2,Strict_Ban,2,3.067,76.21,Low
103069,STEM,Sophomore,3.351,2.31,Copywriting/Drafting,Beginner,1,False,13.68,2,Allowed_With_Citation,4,3.368,48.83,Medium
103070,Business,Freshman,3.592,3.35,Direct_Answer_Generation,Beginner,1,True,20.13,2,Actively_Encouraged,4,3.96,68.79,Low
103071,Business,Freshman,3.182,3.73,Copywriting/Drafting,Advanced,5,False,10.55,1,Allowed_With_Citation,3,3.343,68.26,Low
103072,Business,Senior,2.55,0.06,Copywriting/Drafting,Advanced,3,False,9.38,2,Allowed_With_Citation,1,2.645,82.72,Medium
103073,Humanities,Sophomore,3.767,12.66,Debugging/Troubleshooting,Intermediate,2,False,14.49,4,Allowed_With_Citation,4,4.0,100.0,Medium
103074,STEM,Senior,2.517,5.54,Debugging/Troubleshooting,Beginner,1,False,15.95,3,Actively_Encouraged,5,2.735,91.64,High
103075,Business,Sophomore,2.023,15.55,Debugging/Troubleshooting,Intermediate,2,False,4.56,4,Allowed_With_Citation,4,2.156,65.07,High
103076,Arts,Sophomore,3.685,4.48,Copywriting/Drafting,Intermediate,4,True,7.47,2,Allowed_With_Citation,2,3.906,60.29,Medium
103077,Medical,Graduate,3.353,7.56,Debugging/Troubleshooting,Advanced,3,False,11.5,5,Actively_Encouraged,6,4.0,99.21,Medium
103078,STEM,Freshman,3.435,12.01,Debugging/Troubleshooting,Intermediate,4,True,14.57,4,Allowed_With_Citation,3,3.676,77.19,Low
103079,STEM,Freshman,3.469,8.19,Summarizing_Reading,Advanced,3,False,9.67,3,Allowed_With_Citation,3,3.602,82.48,Low
103080,Medical,Graduate,2.721,23.12,Summarizing_Reading,Advanced,3,True,8.15,6,Actively_Encouraged,2,3.081,84.99,High
103081,Business,Junior,3.178,2.99,Copywriting/Drafting,Intermediate,4,False,17.25,3,Strict_Ban,3,3.308,79.63,Medium
103082,Medical,Freshman,1.871,7.81,Direct_Answer_Generation,Beginner,2,False,7.33,4,Strict_Ban,6,2.132,90.93,High
103083,STEM,Freshman,3.375,18.91,Direct_Answer_Generation,Advanced,3,True,16.13,6,Allowed_With_Citation,5,3.307,55.84,Medium
103084,Business,Graduate,3.715,5.11,Ideation,Advanced,3,False,19.37,2,Allowed_With_Citation,4,4.0,76.33,High
103085,Business,Junior,3.127,0.91,Copywriting/Drafting,Intermediate,3,False,17.63,2,Allowed_With_Citation,1,3.371,74.41,Low
103086,Business,Freshman,3.118,7.9,Copywriting/Drafting,Advanced,5,False,5.14,1,Strict_Ban,4,3.253,74.43,Medium
103087,Humanities,Graduate,2.618,0.3,Direct_Answer_Generation,Advanced,3,True,15.5,4,Strict_Ban,1,2.747,73.92,Medium
103088,STEM,Junior,2.214,13.81,Debugging/Troubleshooting,Intermediate,3,True,1.0,7,Allowed_With_Citation,1,2.462,65.46,High
103089,Business,Graduate,3.411,5.03,Ideation,Advanced,4,False,5.03,3,Allowed_With_Citation,4,4.0,86.4,Low
103090,STEM,Sophomore,3.22,5.44,Summarizing_Reading,Advanced,3,True,16.14,3,Strict_Ban,3,3.806,61.8,Medium
103091,Humanities,Junior,3.688,19.82,Copywriting/Drafting,Intermediate,5,True,5.07,6,Actively_Encouraged,2,3.732,87.54,High
103092,Medical,Freshman,3.182,0.71,Ideation,Beginner,2,False,16.78,4,Actively_Encouraged,5,3.547,71.98,Medium
103093,Humanities,Junior,3.233,1.71,Copywriting/Drafting,Intermediate,2,True,1.34,1,Allowed_With_Citation,3,3.184,80.83,Medium
103094,Arts,Freshman,3.439,8.29,Ideation,Beginner,2,False,8.29,2,Actively_Encouraged,2,3.459,71.14,High
103095,STEM,Sophomore,2.879,12.25,Debugging/Troubleshooting,Advanced,4,False,13.26,4,Allowed_With_Citation,1,3.284,94.01,Medium
103096,Business,Sophomore,3.247,2.48,Direct_Answer_Generation,Beginner,2,False,19.13,3,Actively_Encouraged,4,3.529,58.24,Medium
103097,Medical,Sophomore,2.346,4.22,Summarizing_Reading,Advanced,5,True,14.08,4,Actively_Encouraged,4,2.481,85.11,High
103098,STEM,Graduate,3.242,0.62,Debugging/Troubleshooting,Intermediate,4,True,18.9,4,Allowed_With_Citation,3,3.455,78.98,Low
103099,STEM,Freshman,3.719,39.17,Copywriting/Drafting,Advanced,5,False,11.2,7,Allowed_With_Citation,10,3.847,80.74,High
103100,Humanities,Junior,3.87,20.87,Copywriting/Drafting,Intermediate,4,True,11.5,4,Actively_Encouraged,4,3.901,86.81,Medium
103101,STEM,Junior,3.55,2.04,Debugging/Troubleshooting,Advanced,3,False,22.29,3,Allowed_With_Citation,5,3.924,84.39,Medium
103102,Business,Senior,3.633,2.31,Direct_Answer_Generation,Beginner,2,True,9.05,2,Allowed_With_Citation,4,3.799,79.92,Low
103103,Medical,Senior,3.331,1.42,Summarizing_Reading,Advanced,5,True,19.06,1,Actively_Encouraged,4,3.794,76.86,Low
103104,Humanities,Senior,3.264,7.35,Copywriting/Drafting,Beginner,1,False,7.98,1,Allowed_With_Citation,3,3.542,77.13,Low
103105,STEM,Graduate,2.548,3.47,Copywriting/Drafting,Advanced,4,True,8.04,3,Allowed_With_Citation,4,2.833,98.98,Medium
103106,Humanities,Senior,3.134,3.03,Ideation,Intermediate,3,False,16.35,1,Strict_Ban,5,3.473,74.16,Medium
103107,Business,Senior,2.77,1.64,Ideation,Advanced,3,False,13.52,4,Strict_Ban,6,3.207,77.55,Low
103108,STEM,Junior,3.278,4.73,Copywriting/Drafting,Beginner,2,True,10.24,1,Actively_Encouraged,6,3.362,75.76,Medium
103109,Business,Senior,2.947,14.94,Ideation,Beginner,2,False,12.69,2,Allowed_With_Citation,1,3.563,67.55,High
103110,Business,Junior,2.355,1.56,Ideation,Beginner,3,False,17.25,2,Allowed_With_Citation,2,2.664,63.39,Medium
103111,Business,Sophomore,3.101,3.03,Ideation,Intermediate,4,False,10.54,6,Allowed_With_Citation,3,3.069,85.04,Medium
103112,STEM,Sophomore,1.536,21.81,Summarizing_Reading,Advanced,4,True,12.32,6,Allowed_With_Citation,3,1.809,62.7,High
103113,Business,Sophomore,2.897,4.74,Ideation,Beginner,3,False,13.42,4,Allowed_With_Citation,6,3.1,77.67,Low
103114,STEM,Sophomore,3.245,1.71,Debugging/Troubleshooting,Intermediate,1,False,12.1,2,Allowed_With_Citation,3,3.293,92.14,Low
103115,STEM,Junior,2.741,0.91,Debugging/Troubleshooting,Advanced,4,True,5.7,1,Actively_Encouraged,1,2.984,87.36,Low
103116,Medical,Sophomore,3.662,1.19,Copywriting/Drafting,Beginner,2,True,16.5,1,Actively_Encouraged,3,3.729,86.94,Low
103117,Business,Junior,2.982,0.31,Ideation,Intermediate,3,False,1.44,1,Actively_Encouraged,4,3.28,73.09,Medium
103118,STEM,Graduate,2.5,13.65,Debugging/Troubleshooting,Intermediate,5,False,3.99,4,Allowed_With_Citation,4,2.618,75.26,High
103119,STEM,Sophomore,3.305,6.03,Copywriting/Drafting,Intermediate,3,True,11.13,1,Allowed_With_Citation,3,3.381,88.16,Medium
103120,STEM,Sophomore,3.454,20.19,Debugging/Troubleshooting,Intermediate,3,True,15.91,5,Actively_Encouraged,9,3.495,53.9,Medium
103121,STEM,Sophomore,2.687,7.71,Debugging/Troubleshooting,Intermediate,1,False,15.7,3,Actively_Encouraged,4,3.039,64.75,Low
103122,STEM,Graduate,2.275,6.27,Summarizing_Reading,Intermediate,2,True,17.9,4,Actively_Encouraged,2,2.789,86.85,Low
103123,STEM,Graduate,2.914,4.1,Summarizing_Reading,Advanced,3,False,13.85,1,Allowed_With_Citation,1,3.137,65.46,Medium
103124,Humanities,Graduate,3.788,6.77,Copywriting/Drafting,Advanced,4,False,7.29,1,Actively_Encouraged,8,3.989,59.05,Medium
103125,Business,Sophomore,3.912,7.72,Ideation,Intermediate,4,False,11.32,1,Actively_Encouraged,4,3.921,73.51,Low
103126,Business,Sophomore,3.147,11.52,Ideation,Advanced,5,False,10.07,6,Allowed_With_Citation,5,3.467,82.54,High
103127,Business,Graduate,2.817,17.08,Debugging/Troubleshooting,Beginner,2,True,15.78,2,Strict_Ban,6,3.351,96.96,High
103128,STEM,Sophomore,3.368,1.61,Debugging/Troubleshooting,Intermediate,4,True,15.99,5,Allowed_With_Citation,5,3.78,86.87,Medium
103129,Medical,Freshman,2.203,21.51,Summarizing_Reading,Beginner,1,False,11.43,7,Strict_Ban,7,2.359,73.59,High
103130,Arts,Sophomore,3.699,0.92,Copywriting/Drafting,Advanced,3,False,13.11,2,Allowed_With_Citation,6,4.0,82.24,Low
103131,Arts,Graduate,3.529,6.75,Copywriting/Drafting,Advanced,4,False,11.7,1,Allowed_With_Citation,2,3.802,100.0,Medium
103132,Arts,Sophomore,2.287,12.5,Debugging/Troubleshooting,Beginner,2,False,14.95,5,Actively_Encouraged,2,2.558,74.18,Medium
103133,Medical,Graduate,3.319,23.85,Copywriting/Drafting,Advanced,5,True,7.73,5,Allowed_With_Citation,7,3.696,90.12,High
103134,Business,Freshman,2.606,5.9,Ideation,Intermediate,1,False,9.61,3,Actively_Encouraged,4,2.539,74.87,High
103135,STEM,Senior,2.078,7.8,Summarizing_Reading,Intermediate,2,True,8.03,1,Allowed_With_Citation,3,2.194,86.89,Medium
103136,Business,Freshman,2.383,8.68,Ideation,Intermediate,2,False,20.26,3,Allowed_With_Citation,3,2.415,92.67,Low
103137,Business,Freshman,2.716,15.83,Debugging/Troubleshooting,Intermediate,3,True,10.1,6,Allowed_With_Citation,4,2.75,72.87,Medium
103138,Business,Junior,3.327,10.19,Direct_Answer_Generation,Intermediate,1,True,7.48,5,Strict_Ban,6,3.232,68.04,High
103139,Business,Junior,2.827,9.13,Ideation,Intermediate,3,False,8.48,3,Actively_Encouraged,5,3.087,71.66,High
103140,STEM,Senior,3.434,29.27,Debugging/Troubleshooting,Intermediate,2,True,4.0,8,Allowed_With_Citation,4,3.587,81.12,High
103141,Humanities,Graduate,2.694,13.15,Debugging/Troubleshooting,Intermediate,3,True,16.56,5,Strict_Ban,9,2.777,59.77,Medium
103142,Medical,Freshman,3.888,4.55,Summarizing_Reading,Beginner,1,False,15.49,2,Actively_Encouraged,2,3.718,56.69,Low
103143,Business,Freshman,3.268,20.71,Ideation,Beginner,2,True,6.74,5,Allowed_With_Citation,7,3.393,55.33,Low
103144,Business,Senior,3.928,5.0,Debugging/Troubleshooting,Beginner,2,False,6.16,3,Actively_Encouraged,1,3.937,71.35,High
103145,STEM,Graduate,3.487,0.68,Ideation,Beginner,2,False,6.61,1,Allowed_With_Citation,4,3.591,57.71,Low
103146,Humanities,Senior,3.418,15.45,Direct_Answer_Generation,Intermediate,2,False,13.65,4,Actively_Encouraged,5,3.518,84.53,High
103147,Medical,Junior,3.332,5.78,Ideation,Advanced,3,False,14.02,4,Strict_Ban,4,3.485,96.12,Medium
103148,Business,Senior,3.573,2.45,Copywriting/Drafting,Intermediate,5,False,3.5,3,Strict_Ban,1,3.387,73.5,Low
103149,Arts,Freshman,3.236,12.87,Summarizing_Reading,Intermediate,4,False,10.52,6,Strict_Ban,7,3.194,73.88,Medium
103150,Humanities,Freshman,2.97,0.56,Copywriting/Drafting,Intermediate,2,True,1.77,1,Allowed_With_Citation,7,2.896,70.82,Medium
103151,Business,Junior,2.946,5.47,Copywriting/Drafting,Beginner,1,True,7.83,3,Allowed_With_Citation,3,3.293,68.63,Medium
103152,STEM,Senior,3.277,6.61,Copywriting/Drafting,Beginner,2,False,10.78,3,Allowed_With_Citation,4,3.482,84.13,Medium
103153,Business,Junior,2.531,0.7,Copywriting/Drafting,Intermediate,1,False,18.14,2,Strict_Ban,3,2.96,68.22,Low
103154,Humanities,Junior,2.986,2.81,Direct_Answer_Generation,Beginner,2,True,12.18,5,Strict_Ban,2,3.401,81.43,Low
103155,Humanities,Junior,3.745,8.12,Copywriting/Drafting,Intermediate,1,False,1.82,5,Actively_Encouraged,7,3.742,72.64,High
103156,Business,Junior,3.548,13.47,Copywriting/Drafting,Advanced,4,True,4.6,3,Allowed_With_Citation,4,3.594,96.57,Medium
103157,Medical,Graduate,3.374,18.61,Ideation,Beginner,3,False,11.29,3,Allowed_With_Citation,5,3.698,88.6,High
103158,STEM,Junior,3.213,11.59,Debugging/Troubleshooting,Intermediate,3,False,14.41,3,Actively_Encouraged,4,3.751,84.95,Low
103159,Arts,Freshman,3.543,0.33,Direct_Answer_Generation,Intermediate,3,False,13.25,2,Allowed_With_Citation,4,3.57,77.97,Medium
103160,STEM,Senior,2.481,3.84,Direct_Answer_Generation,Intermediate,1,False,6.07,4,Actively_Encouraged,8,2.693,54.65,Medium
103161,Humanities,Junior,3.73,7.52,Copywriting/Drafting,Beginner,2,False,13.37,2,Allowed_With_Citation,2,4.0,78.79,Low
103162,STEM,Senior,3.667,10.05,Debugging/Troubleshooting,Advanced,3,True,13.22,2,Actively_Encouraged,3,3.828,89.55,Medium
103163,Humanities,Graduate,2.557,17.3,Copywriting/Drafting,Beginner,2,False,22.32,5,Strict_Ban,9,2.995,73.06,High
103164,Business,Sophomore,2.806,3.47,Copywriting/Drafting,Beginner,2,False,5.23,3,Strict_Ban,5,2.981,80.08,Medium
103165,STEM,Junior,2.831,1.2,Direct_Answer_Generation,Intermediate,5,False,10.79,1,Allowed_With_Citation,6,3.204,100.0,Low
103166,Humanities,Junior,2.042,14.93,Copywriting/Drafting,Intermediate,1,False,2.46,4,Allowed_With_Citation,4,2.257,73.64,High
103167,Medical,Sophomore,3.08,12.48,Ideation,Beginner,1,False,5.78,3,Allowed_With_Citation,4,3.121,88.73,Medium
103168,STEM,Senior,3.583,13.17,Copywriting/Drafting,Advanced,5,True,17.02,5,Actively_Encouraged,9,3.899,87.51,High
103169,Arts,Senior,3.361,2.93,Copywriting/Drafting,Beginner,3,True,14.43,4,Allowed_With_Citation,6,3.404,62.48,High
103170,Humanities,Senior,3.318,7.31,Summarizing_Reading,Intermediate,5,False,5.66,4,Strict_Ban,4,3.651,66.47,Medium
103171,Business,Senior,3.009,12.75,Copywriting/Drafting,Advanced,3,True,19.0,3,Allowed_With_Citation,4,3.376,90.77,Low
103172,STEM,Sophomore,1.842,9.57,Debugging/Troubleshooting,Beginner,1,False,7.91,1,Strict_Ban,1,2.114,55.26,Medium
103173,STEM,Senior,3.551,0.05,Copywriting/Drafting,Intermediate,3,True,12.24,3,Actively_Encouraged,6,3.92,51.09,Low
103174,STEM,Senior,3.378,11.22,Debugging/Troubleshooting,Advanced,3,False,10.3,4,Strict_Ban,9,3.565,95.39,High
103175,STEM,Senior,3.195,36.98,Debugging/Troubleshooting,Intermediate,5,True,9.56,7,Strict_Ban,7,3.486,45.34,High
103176,STEM,Junior,3.87,19.1,Debugging/Troubleshooting,Beginner,2,False,13.21,5,Allowed_With_Citation,1,4.0,97.66,Medium
103177,Business,Junior,2.83,0.54,Copywriting/Drafting,Intermediate,3,False,8.33,3,Allowed_With_Citation,1,2.834,79.59,High
103178,Medical,Freshman,3.504,2.67,Ideation,Beginner,1,False,10.5,3,Allowed_With_Citation,6,3.616,82.27,Low
103179,Arts,Graduate,2.652,1.46,Copywriting/Drafting,Intermediate,1,False,13.52,4,Allowed_With_Citation,6,2.887,84.37,Medium
103180,Business,Junior,2.672,1.58,Ideation,Beginner,3,False,6.28,4,Allowed_With_Citation,6,2.78,67.54,Low
